id rent,area,service fee
11005146,Williamsburg,134
57169141,Williamsburg,20
23969284,West Village,162
56696373,East Harlem,100
53113050,Harlem,212
53259410,Astoria,203
1447042,Cobble Hill,47
51643932,Glendale,171
45002525,Harlem,25
55836994,Borough Park,232
26852842,Long Island City,92
15301488,Clinton Hill,162
13206061,Bushwick,18
24145468,Harlem,194
49011118,Upper West Side,118
44208317,Midtown,204
19756892,Williamsburg,174
2263342,East Flatbush,198
53240079,Long Island City,89
3721414,Lower East Side,116
24311158,Chelsea,43
1990505,Clinton Hill,144
15635629,Upper East Side,192
55614969,Kips Bay,198
18645112,Hell's Kitchen,94
9932027,Windsor Terrace,109
21625323,Prospect-Lefferts Gardens,81
9386907,Financial District,49
23824029,Upper West Side,150
4686834,Astoria,64
6875599,Harlem,184
15669319,Ditmars Steinway,110
26898683,Bedford-Stuyvesant,171
21688837,Harlem,212
13694295,Williamsburg,197
45590724,Hell's Kitchen,97
47631473,Sunset Park,168
15532349,East Flatbush,54
7818927,Fort Greene,195
21793774,Astoria,216
24144363,Bayside,41
17079341,Hell's Kitchen,21
10418603,East Village,120
45010257,Boerum Hill,145
44832969,Chelsea,146
17607340,Lower East Side,92
24924211,Cypress Hills,139
10981949,Jamaica,226
4480274,Bedford-Stuyvesant,146
51236335,Bushwick,168
19153228,Hell's Kitchen,136
43048487,Midtown,52
9496815,Greenpoint,34
49418163,Hell's Kitchen,198
43727816,Castle Hill,33
52753503,Hell's Kitchen,38
47931924,Midtown,138
25117516,Morningside Heights,136
43092671,Upper East Side,237
6632035,Williamsburg,72
24166455,Clinton Hill,10
49852823,Inwood,57
6786126,Prospect Heights,20
52817017,Sunset Park,93
18324778,Bushwick,235
24844679,Flushing,170
44851747,Tribeca,17
48056191,Williamsburg,117
5305410,Williamsburg,162
46628496,Williamsburg,165
14747531,Prospect-Lefferts Gardens,162
53228481,Hell's Kitchen,140
57294514,Fort Hamilton,41
56523503,Williamsburg,73
18900827,West Village,192
22601789,Kips Bay,106
20441191,Jamaica,166
19757444,West Village,200
18298267,East Harlem,84
22629404,Bedford-Stuyvesant,89
22574174,Williamsburg,223
53038490,Astoria,213
25467121,South Beach,211
24753550,Upper West Side,35
47962300,Crown Heights,49
51009340,Carroll Gardens,231
56722331,Williamsburg,215
49032658,Cypress Hills,150
18965998,Flatbush,22
5526330,Bedford-Stuyvesant,61
7496936,Midtown,164
5605309,Bushwick,214
10326922,Greenpoint,150
48148426,Midtown,155
50062697,Holliswood,136
17402437,Harlem,27
20609643,Crown Heights,203
1470239,Williamsburg,190
45959108,Bedford-Stuyvesant,226
55427187,Kips Bay,188
53723342,Upper West Side,153
11672324,Nolita,156
52976632,Harlem,107
1073687,Clinton Hill,186
20739986,Nolita,104
6294579,Lower East Side,24
51625706,East Village,217
43669273,East Village,45
10217566,Downtown Brooklyn,182
54624695,Clinton Hill,120
48141798,East Village,216
7623965,Harlem,146
45914372,Clinton Hill,110
47000194,Midtown,126
6986059,East Village,128
46346823,Long Island City,98
43415215,Financial District,52
9823776,West Village,53
8918557,Williamsburg,33
5323084,Chelsea,136
15732282,Bedford-Stuyvesant,137
19014048,East Village,187
48184325,Astoria,147
5910178,Prospect-Lefferts Gardens,140
54113818,Financial District,159
22968516,Hell's Kitchen,13
56363888,Bedford-Stuyvesant,108
4078752,Harlem,201
25677548,Bushwick,55
13165744,Arrochar,133
16385100,Gowanus,38
2838838,Williamsburg,213
54305466,Williamsburg,28
4093664,Greenpoint,31
45645954,SoHo,123
22821052,Williamsburg,108
13314865,Flushing,213
17515658,Pelham Bay,201
51583732,Harlem,97
7128000,Prospect-Lefferts Gardens,55
46133635,Richmond Hill,40
16913651,Fort Greene,168
9953014,Elmhurst,190
47101817,Bushwick,150
9937550,Chelsea,58
24380747,Williamsburg,83
43162261,Chinatown,200
42818731,Richmond Hill,30
15037488,Greenwich Village,46
5424154,Upper West Side,50
9466990,Long Island City,19
9196363,Brighton Beach,100
49740706,Canarsie,41
8085136,Upper East Side,34
52609905,Two Bridges,101
17959708,Flatbush,50
4817177,Sunnyside,224
2841600,Harlem,142
3063624,Upper West Side,52
24298455,Williamsburg,223
46844445,East Village,46
54795908,East Harlem,36
23048047,Hell's Kitchen,170
21446930,East Village,239
16082440,Ditmars Steinway,158
2215844,Concourse,218
4964641,Fort Greene,124
15925034,Jamaica,53
50182546,Williamsburg,183
20261694,Bedford-Stuyvesant,102
22986190,Van Nest,206
22226777,Kensington,77
56581494,Bayside,144
48632793,Bushwick,68
1872865,Williamsburg,222
17436679,Crown Heights,237
55885044,Bedford-Stuyvesant,68
6521022,Longwood,134
20423518,Windsor Terrace,184
9210171,Washington Heights,61
15256199,Kips Bay,132
20921140,Bushwick,60
13473375,Woodside,40
47190737,Harlem,92
53253887,Crown Heights,139
9962404,Greenpoint,87
4292492,Bushwick,123
14681255,Crown Heights,150
15306458,Fort Greene,109
1977250,Bushwick,138
2379325,Bedford-Stuyvesant,99
1801619,Williamsburg,70
48569278,Hell's Kitchen,19
52406106,Bushwick,22
9325602,East Village,21
24538705,Murray Hill,84
19684540,Bedford-Stuyvesant,134
16597183,Williamsburg,176
21641339,Astoria,99
10319189,Sunset Park,136
50104672,Sunset Park,137
53657618,Boerum Hill,82
7071665,Gramercy,119
14765757,Williamsburg,201
56921711,Bushwick,160
51687564,Williamsburg,114
3334804,Clinton Hill,189
51013206,Fieldston,162
50414512,Prospect-Lefferts Gardens,69
15445086,Murray Hill,238
3547991,Prospect-Lefferts Gardens,179
53623928,Hell's Kitchen,200
48109765,Longwood,32
9736513,Williamsburg,141
22171547,Midtown,153
15039697,Greenpoint,86
26636893,Corona,72
2873081,Harlem,104
20515200,Bushwick,106
6390679,NoHo,178
3888208,Bedford-Stuyvesant,231
5263987,Williamsburg,235
22167129,Midtown,33
5489878,Lower East Side,71
48561546,East Village,189
16608782,Bedford-Stuyvesant,51
18165715,East Harlem,54
1982773,Kips Bay,31
11908156,Chinatown,100
18725748,East Village,213
14976735,Bronxdale,211
19663001,Hell's Kitchen,188
2994034,Long Island City,229
3355239,Washington Heights,35
8678858,Bedford-Stuyvesant,18
15552784,Greenpoint,105
4532190,Washington Heights,63
24737533,Hell's Kitchen,13
23000550,Astoria,159
19886130,Downtown Brooklyn,80
3779957,Carroll Gardens,133
1485151,Lower East Side,158
56505277,Crown Heights,228
17947005,Flushing,81
6907080,Bushwick,86
9871826,Upper West Side,90
48102032,Bushwick,51
47334335,Upper East Side,43
4068258,Williamsburg,17
57313844,Crown Heights,66
26817495,Williamsburg,127
49410983,Crown Heights,27
45578021,Bedford-Stuyvesant,204
13002815,Upper West Side,12
52053187,Midtown,202
7471531,Upper East Side,59
47653012,Ridgewood,152
9537133,Williamsburg,239
2876947,Dyker Heights,220
24918688,Grymes Hill,134
25767573,Williamsburg,162
57323233,Prospect-Lefferts Gardens,52
5391569,Harlem,111
23308733,Upper West Side,186
54441332,Bedford-Stuyvesant,218
16301703,SoHo,94
3202804,Upper East Side,135
45027931,East Village,64
2264446,Upper West Side,87
54953314,Vinegar Hill,151
47828092,Bedford-Stuyvesant,201
16460213,Clinton Hill,201
6683398,Bushwick,83
19587888,Chelsea,11
4745378,Bedford-Stuyvesant,38
26609278,Canarsie,127
47302302,Upper East Side,100
6947398,Midtown,182
8499913,Lower East Side,162
18576074,Williamsburg,128
15430726,Crown Heights,106
49924070,East Harlem,21
24952930,Fordham,174
3677230,Crown Heights,95
1926991,Upper East Side,167
3885447,Midtown,212
17975724,Prospect Heights,175
26423705,Bedford-Stuyvesant,102
9412865,Upper West Side,166
18601480,Midtown,23
10352327,Midtown,185
9039510,Ozone Park,176
12074951,Inwood,144
4048375,Flatbush,55
18716359,Harlem,202
22201372,Midtown,209
9613350,Chelsea,28
53359376,Midtown,23
12349444,Bayside,144
53784647,Ozone Park,164
43147349,Two Bridges,147
14205724,East New York,142
19678465,Clinton Hill,31
11689446,Williamsburg,14
55614417,Rockaway Beach,30
44047598,Chinatown,95
48277664,Upper West Side,91
54843406,Astoria,12
4505127,Bushwick,132
3332042,Williamsburg,55
16332079,Greenpoint,66
52120015,Crown Heights,217
20669844,Murray Hill,25
55112376,Flatbush,239
54085098,Crown Heights,14
52145973,Flushing,63
12508507,Bedford-Stuyvesant,148
55440442,Harlem,144
13502647,Canarsie,91
26246969,Sunset Park,106
45244984,East Flatbush,183
46360078,Bushwick,127
8093420,Crown Heights,160
21152554,Little Italy,159
44036000,East Harlem,100
17122421,Harlem,108
27953576,Great Kills,227
16801534,Washington Heights,67
43838276,Bedford-Stuyvesant,146
13845625,Emerson Hill,63
8786005,Williamsburg,153
22735446,Two Bridges,107
44771111,Bayside,232
13598194,Bedford-Stuyvesant,187
19667971,Williamsburg,238
12880204,Bushwick,218
21313273,Stuyvesant Town,234
53137351,Williamsburg,238
10340729,Williamsburg,117
52206726,Midtown,54
6137726,Canarsie,119
48868072,Hell's Kitchen,134
43772000,Upper West Side,159
54076814,East Village,201
56654950,Longwood,204
45366490,Greenpoint,151
16770606,East Harlem,89
45451545,Astoria,54
56888573,Park Slope,96
2433450,Crown Heights,84
8067462,Upper West Side,89
15365554,Ridgewood,174
54553449,East Village,96
2150672,Williamsburg,10
52667344,Midtown,130
9063811,Flushing,163
44816400,Midtown,161
3419305,Clinton Hill,231
24688931,East Harlem,182
50362044,Prospect-Lefferts Gardens,15
49906396,Morningside Heights,98
49814162,Sunnyside,82
24948512,Williamsburg,236
49984271,Bushwick,220
43108688,Greenpoint,23
8353001,Murray Hill,191
8731879,Astoria,202
18795890,Bedford-Stuyvesant,28
52344801,Midtown,165
13091183,Prospect-Lefferts Gardens,52
20276606,Park Slope,63
47561331,Lower East Side,65
48955336,Lower East Side,170
18572761,Flushing,80
15530140,Bushwick,150
14074277,SoHo,123
4318450,Upper East Side,149
15078358,Williamsburg,173
11544743,East Harlem,134
1288532,Hell's Kitchen,156
50855248,Lower East Side,239
12983485,Long Island City,57
19527687,Washington Heights,61
8444131,Midtown,239
3132109,Greenpoint,188
23662205,Huguenot,71
6845775,East Flatbush,67
50667466,South Beach,64
45921552,Bedford-Stuyvesant,132
52951779,Williamsburg,237
11592241,Harlem,158
11858449,Rosedale,70
8413202,Harlem,79
15158442,Flatiron District,88
56615737,Williamsburg,66
17962469,Concourse Village,158
19357027,Greenpoint,200
10834485,St. Albans,42
22937035,Upper East Side,158
44725270,Long Island City,31
51587045,Flatbush,208
10109868,Long Island City,237
49269042,Bushwick,64
26911386,Washington Heights,32
18778768,Bushwick,79
5888639,Upper East Side,18
16501636,East Harlem,135
53889584,Harlem,110
6511081,Greenpoint,111
2730587,Washington Heights,210
25155624,East Flatbush,190
55670199,Williamsburg,83
46605299,Crown Heights,94
18905797,East Elmhurst,154
6104588,Bushwick,177
44855061,Middle Village,31
17599056,Chelsea,145
22942006,Hell's Kitchen,59
54790938,Longwood,171
12264942,Bedford-Stuyvesant,16
23783711,Midtown,173
10421365,Harlem,21
55949111,Bushwick,15
56219738,Astoria,97
1645318,Gowanus,225
47923087,Bushwick,33
25058419,Bedford-Stuyvesant,144
26670031,Upper East Side,52
3726937,Harlem,216
49878781,Williamsburg,20
16239845,Hell's Kitchen,189
9558672,Harlem,174
18421430,Hell's Kitchen,100
3988174,East Harlem,58
16314958,Harlem,22
13613107,Greenpoint,58
2643876,Upper West Side,26
21320453,NoHo,135
11944056,Maspeth,113
25663188,Sheepshead Bay,217
49901426,Carroll Gardens,93
18874869,Hell's Kitchen,190
22945320,Upper East Side,42
53137904,Harlem,122
17155006,East Village,136
47862334,Murray Hill,180
43509106,Fort Greene,144
54289449,Allerton,230
9664162,Williamsburg,45
51164536,East Harlem,131
53330656,Flushing,80
8530290,Flatbush,102
5279452,Astoria,50
18932860,Rego Park,89
9896680,East Harlem,30
44469003,Concourse,175
46576580,Flatbush,227
46008263,Flushing,82
5311485,Clinton Hill,202
14415598,Chinatown,135
17879072,Midtown,29
1211762,South Slope,194
16890455,Murray Hill,131
6385709,Upper East Side,164
24500596,Hell's Kitchen,77
49626933,Williamsburg,193
3705397,Williamsburg,191
10379390,Bedford-Stuyvesant,154
5628505,Bushwick,47
9169301,East Village,137
20442296,Williamsburg,30
4080409,Roosevelt Island,233
43943213,Williamsburg,211
22786810,Bushwick,39
6414428,Upper West Side,53
7124686,Williamsburg,221
49996421,Hell's Kitchen,34
6057090,SoHo,219
21808686,Bushwick,205
3832978,Bedford-Stuyvesant,199
4854733,College Point,129
12937091,Williamsburg,20
47832510,Tribeca,118
16281820,Hell's Kitchen,179
7696869,Kingsbridge,51
49783234,Harlem,169
4090350,Bedford-Stuyvesant,222
4289730,Upper East Side,235
5590397,West Village,205
16349201,Fort Hamilton,61
18294954,Upper West Side,148
14961271,Washington Heights,57
19462516,Upper West Side,155
5664405,Ditmars Steinway,98
47261432,Upper East Side,84
50060488,Park Slope,121
17311860,Bushwick,121
55783421,Bayswater,189
52255881,East Elmhurst,239
44403832,Rockaway Beach,61
6867314,Astoria,179
10870385,Harlem,44
49394414,East Village,77
6455299,Williamsburg,61
55296292,Lower East Side,165
21681657,Greenwich Village,33
10289917,Williamsburg,18
52100132,Williamsburg,62
12188173,Bedford-Stuyvesant,205
6586746,Bedford-Stuyvesant,38
5288841,Williamsburg,73
52629788,Crown Heights,82
48265513,Williamsburg,24
44008937,Crown Heights,220
52727545,Cypress Hills,99
17763089,Harlem,89
24318337,Hell's Kitchen,85
53778572,East Harlem,212
11121129,Williamsburg,125
23864899,Williamsburg,129
45169319,Flushing,50
54627457,Harlem,173
53092063,Midtown,184
18091155,Williamsburg,28
16090724,Hell's Kitchen,16
1330507,Bedford-Stuyvesant,166
9596781,East Village,210
9518907,Williamsburg,37
6708252,East Village,163
4152208,East Village,68
17338370,Washington Heights,66
52953436,Midtown,84
11490065,Chelsea,64
18203272,Bushwick,73
48892374,Bushwick,111
23167344,Bensonhurst,127
48221881,Williamsburg,81
47358637,Bushwick,25
48880223,Midtown,209
5918463,Clinton Hill,28
48810081,East New York,66
1905451,Canarsie,124
12889594,Rego Park,97
22858609,Hell's Kitchen,139
12937644,Bedford-Stuyvesant,159
17807273,Murray Hill,182
24301768,Ditmars Steinway,119
27258230,Bedford-Stuyvesant,222
20097661,Long Island City,78
24735876,Astoria,107
53826070,Upper East Side,235
1359226,Chelsea,86
45510088,Murray Hill,59
54162420,St. Albans,26
3100076,Kips Bay,103
19300140,Upper East Side,145
17901164,Midtown,15
23286089,East Harlem,210
45135629,Prospect Heights,159
14911564,Harlem,81
51601405,Bedford-Stuyvesant,140
5716873,Harlem,50
20348405,Park Slope,161
9829852,Harlem,235
48160024,Forest Hills,57
4586315,Williamsburg,129
52117253,Financial District,229
13256321,Coney Island,13
2379877,Brooklyn Heights,177
1153771,Bedford-Stuyvesant,74
23467795,Prospect-Lefferts Gardens,223
49538012,East Village,158
51366125,Rego Park,229
22755328,Roosevelt Island,20
7880233,Bedford-Stuyvesant,73
7245640,Crown Heights,106
54278403,Brooklyn Heights,208
19392374,Crown Heights,78
46305953,Nolita,48
9862437,Flatbush,43
54476127,Bedford-Stuyvesant,21
5505895,Sheepshead Bay,18
12993978,Upper West Side,76
52660164,Hell's Kitchen,197
56182181,Hell's Kitchen,115
47137164,Bayside,49
13494914,Flushing,15
44138175,Harlem,240
52756817,Astoria,221
46285518,Two Bridges,221
49303837,Upper West Side,138
20234079,Washington Heights,171
46156279,Flushing,202
50326144,Williamsburg,65
47620427,Upper East Side,186
14949673,Prospect-Lefferts Gardens,195
2116430,East Village,194
43751565,Chelsea,238
4122936,Williamsburg,63
8826875,Chelsea,123
18567238,Upper West Side,110
21106713,Long Island City,128
45769117,West Village,146
48779704,Prospect-Lefferts Gardens,112
23312599,Lower East Side,112
23136968,Bushwick,55
13517006,Harlem,108
44291715,Upper East Side,47
48540006,Hell's Kitchen,170
44186778,Maspeth,230
15891344,Elmhurst,116
50579650,Crown Heights,176
7768116,East Village,234
21235399,Upper West Side,212
12133495,Harlem,161
46557249,Upper West Side,225
7948165,Canarsie,87
20632840,Harlem,223
3923555,Gramercy,212
18087289,East Harlem,223
46094974,East Harlem,26
54245818,Woodside,12
10980845,Flushing,173
51519112,Far Rockaway,72
22682977,Tremont,67
11437045,East Flatbush,36
11765111,Upper East Side,95
23030374,SoHo,15
6225542,West Village,44
47601096,East Village,168
52705453,East Village,48
2804596,East Flatbush,133
50442680,Boerum Hill,233
45148332,Williamsburg,227
44222677,East Harlem,45
49735183,Fort Hamilton,14
52254224,Astoria,24
47502235,Lower East Side,75
54687658,Bushwick,227
10535139,Maspeth,55
4159387,Williamsburg,212
53771944,East Village,187
44667279,Bushwick,120
3090135,Greenwich Village,157
12443887,East Flatbush,136
50764118,Sunnyside,204
15401454,Astoria,133
45100282,Upper East Side,69
43923883,West Village,220
10638419,Williamsburg,162
48269379,Williamsburg,109
20916169,Queens Village,128
51951011,Long Island City,50
3241465,Williamsburg,149
54097801,Forest Hills,123
7584200,Crown Heights,109
2738872,Hell's Kitchen,71
44369589,Harlem,228
56490365,Elmhurst,147
53805634,Briarwood,169
52416600,Flushing,104
46815726,Midtown,163
4388592,Flatlands,214
55299054,Crown Heights,141
53485300,Harlem,31
18562819,Williamsburg,120
51049105,Long Island City,108
18634066,Greenpoint,16
16760112,East Harlem,201
55017933,Bushwick,229
53996730,Bedford-Stuyvesant,154
47381281,Financial District,80
47641966,East Flatbush,111
47980526,Chelsea,99
6846879,Hell's Kitchen,127
17667541,Fordham,212
18550116,Forest Hills,148
4610617,Morningside Heights,228
26136509,Canarsie,231
51403682,Greenpoint,103
54426972,Queens Village,203
53937082,Borough Park,215
47912041,Bedford-Stuyvesant,77
21405507,Crown Heights,166
3534184,Upper East Side,34
11909813,Lower East Side,57
13259635,Allerton,76
7928283,Windsor Terrace,208
7416853,Chinatown,154
44764483,Harlem,174
45929284,Bay Ridge,18
13983700,East Harlem,202
21639682,South Slope,110
47439272,East Harlem,96
54528595,East Elmhurst,84
55605028,Sunnyside,43
15864834,Belmont,127
8174056,Midtown,98
18571656,Bedford-Stuyvesant,223
7395865,Park Slope,36
49292239,West Village,49
19094684,Hell's Kitchen,139
7615129,Williamsburg,168
19629310,Bedford-Stuyvesant,132
51517456,Highbridge,209
18959923,Upper West Side,147
17644897,Flushing,126
24821483,Bushwick,212
27285845,Bedford-Stuyvesant,61
2136313,Bedford-Stuyvesant,41
5763267,Upper West Side,138
13924051,Harlem,32
46208748,East Village,210
20692488,Greenpoint,167
49623067,East Elmhurst,79
57232656,Harlem,108
27702280,Bushwick,45
52484533,Park Slope,87
8054759,Flatbush,21
15886373,Flushing,80
52048768,Sunnyside,88
14740903,Hell's Kitchen,223
3733564,Greenpoint,27
11819236,Kensington,47
3138737,South Slope,231
3646853,Harlem,122
22380317,Upper East Side,73
20220824,Crown Heights,102
6585641,Bushwick,113
47851840,Williamsburg,146
17393048,Prospect Heights,149
12528389,Chelsea,155
7363832,Harlem,209
56198198,Astoria,83
11440911,Upper West Side,110
3115540,Upper East Side,224
49485544,East Village,177
3093448,Williamsburg,164
9686254,Harlem,165
49718614,Upper West Side,65
18254636,East Flatbush,120
44969939,Bedford-Stuyvesant,175
43822812,Harlem,225
5991919,Upper East Side,210
27088674,Clinton Hill,57
26779939,Canarsie,51
57156991,Williamsburg,54
56437896,Fort Greene,225
7751547,East Village,136
1809351,Chinatown,79
9128983,Riverdale,189
7142360,SoHo,110
5797509,East Village,96
44357991,Harlem,33
45174290,Borough Park,59
3372912,Williamsburg,128
23145805,Bedford-Stuyvesant,234
23824581,Astoria,27
5350146,East Village,65
4094768,East Harlem,165
44536936,St. George,135
19020124,Borough Park,62
7059515,Harlem,160
4691252,Prospect Heights,78
51505857,Bedford-Stuyvesant,79
21729155,Astoria,238
19370834,Cobble Hill,131
20566011,Clason Point,54
12427318,East Harlem,42
4243889,Ridgewood,38
52669553,Civic Center,187
11223857,Chelsea,194
53511811,Prospect-Lefferts Gardens,40
22865236,East Village,111
6485123,East Flatbush,166
20305326,Harlem,200
17328429,East Harlem,203
53203627,Lower East Side,77
4354902,Lower East Side,222
19937494,Bedford-Stuyvesant,149
50124555,Astoria,195
44776082,Crown Heights,64
51219214,Park Slope,96
9903860,Midtown,231
13847282,Bath Beach,98
51213691,East Harlem,45
14914325,Bedford-Stuyvesant,10
3354134,Sunnyside,73
7887412,Williamsburg,46
14336067,East Harlem,76
7082711,Jamaica,198
48963620,Ridgewood,134
14606142,Bedford-Stuyvesant,90
13860537,Long Island City,175
24345952,Arverne,47
24193518,Financial District,56
24020095,Nolita,59
48570935,Bedford-Stuyvesant,142
18881496,Gramercy,79
2058438,Lower East Side,117
7119163,Upper East Side,198
19866799,Clinton Hill,120
7466008,Kensington,147
51543414,East Flatbush,185
4713897,Williamsburg,41
5606966,Lower East Side,114
19605009,East Village,225
20093242,Bedford-Stuyvesant,75
7794626,Lower East Side,31
3418753,Clinton Hill,237
1316699,Lower East Side,46
50005258,DUMBO,45
49723033,Howland Hook,230
6182462,Harlem,172
20416890,Elmhurst,57
2927206,East Village,117
48926616,Washington Heights,15
19121194,Woodhaven,106
1522155,Williamsburg,25
42868438,Greenpoint,109
18695923,South Ozone Park,98
52564616,Upper East Side,140
16633083,Greenpoint,96
1012934,Williamsburg,95
2837734,Crown Heights,107
23808012,Williamsburg,95
26365714,Bedford-Stuyvesant,65
10988577,Nolita,56
14875664,Chelsea,76
47492293,Gramercy,121
7380953,Concourse Village,78
17738235,Bedford-Stuyvesant,40
7903429,Carroll Gardens,153
43143483,Midtown,38
16749066,Windsor Terrace,102
16423209,Upper West Side,84
44940115,Williamsburg,191
26720290,Bedford-Stuyvesant,33
1788916,East Village,163
2174421,Bushwick,14
1623778,Two Bridges,193
5665510,Hell's Kitchen,186
5094431,Murray Hill,103
18177866,East Village,90
10406453,Midtown,163
48401931,Kips Bay,195
53752614,Kips Bay,104
2131894,Greenwich Village,112
12963602,West Village,68
5276138,Williamsburg,73
5479384,Park Slope,40
18055808,Bedford-Stuyvesant,178
12977409,East Flatbush,118
6511633,Richmond Hill,15
47831958,Crown Heights,65
48705144,Greenwich Village,205
46861014,East Flatbush,205
15736148,Harlem,173
43939900,Williamsburg,165
52226056,Upper East Side,105
46624630,Harlem,200
4647621,Bay Ridge,187
24061518,East Village,219
15047982,Upper West Side,183
55803856,Bedford-Stuyvesant,78
45480817,Flushing,31
21078546,Sheepshead Bay,87
24341534,Williamsburg,45
3787137,Harlem,11
9043929,Clinton Hill,178
54362905,East Village,225
8890942,Crown Heights,80
48494165,Chelsea,162
1609418,Williamsburg,115
44968834,Boerum Hill,38
51999613,Midtown,107
8056969,Williamsburg,183
7338979,Morningside Heights,128
53860864,Williamsburg,81
20282129,Springfield Gardens,15
45347712,Sunset Park,222
27363720,Lower East Side,91
25985731,Borough Park,61
45796180,Upper East Side,152
16428180,West Village,160
4595704,Crown Heights,65
7066142,Upper West Side,136
15212015,East Flatbush,213
3342536,Fort Greene,63
52813704,Bedford-Stuyvesant,178
7197590,Ditmars Steinway,136
5791434,Kew Gardens,240
56704657,Crown Heights,159
21829121,Harlem,114
13223183,Crown Heights,225
3501598,Upper East Side,94
53998939,Greenwich Village,210
8710339,Williamsburg,189
6268069,Upper West Side,55
23645636,Woodside,194
44281221,Williamsburg,228
20556622,Concourse,63
55777345,SoHo,66
22279798,Washington Heights,175
47592812,Bedford-Stuyvesant,131
26180141,Midtown,74
44223782,East Flatbush,192
11018953,Hell's Kitchen,225
14366444,Upper West Side,66
44957236,Bushwick,34
21298913,Whitestone,80
49877125,Jamaica,128
49330348,Bedford-Stuyvesant,93
18697028,Nolita,26
17537750,Bushwick,14
5843902,Cobble Hill,178
44071347,Sunset Park,168
55638718,Sunset Park,193
10121466,Bedford-Stuyvesant,149
54146404,Bedford-Stuyvesant,228
6184672,Inwood,89
14002478,Bedford-Stuyvesant,223
44463480,Upper East Side,145
47612142,Upper West Side,239
2068932,Harlem,35
50494596,Jackson Heights,185
42856839,Bedford-Stuyvesant,73
4703403,Fort Greene,93
45780715,Lower East Side,142
2710152,Bushwick,170
14248252,Upper East Side,20
45628833,Upper East Side,99
49972672,Cypress Hills,65
2120848,Briarwood,222
25488109,Bedford-Stuyvesant,201
49587167,Harlem,207
2399207,Kensington,175
2224681,Midtown,26
52596650,Williamsburg,34
43435097,East Village,184
51425774,Brooklyn Heights,96
8805887,Lower East Side,152
1677904,Chelsea,11
17485834,Crown Heights,197
14707213,Sheepshead Bay,102
49611468,Upper East Side,173
2998453,Upper West Side,124
7439497,Long Island City,103
20137426,Flushing,25
20516857,Kensington,87
3466251,East Harlem,122
45907192,Greenwich Village,45
9172615,Kensington,226
45596247,Midtown,156
54483859,Bushwick,60
14892233,Queens Village,53
9486321,Harlem,18
18339138,Chelsea,38
20886898,Bedford-Stuyvesant,145
15290994,Flushing,122
27341075,Greenpoint,202
48416291,Financial District,67
1290189,Crown Heights,185
45657553,Williamsburg,86
1274725,Gramercy,73
17615072,Long Island City,174
9202439,Sunnyside,129
15689202,Red Hook,133
9210723,Greenwich Village,175
43274930,Randall Manor,17
23835075,Long Island City,74
44115531,Harlem,199
21282897,Bedford-Stuyvesant,123
21182378,Harlem,130
23921786,Fresh Meadows,47
26570617,East Village,180
24104045,Stapleton,225
54310989,Sunnyside,122
44639111,Williamsburg,153
18798651,Canarsie,65
22045071,Harlem,30
51899647,Bedford-Stuyvesant,27
18202720,Bedford-Stuyvesant,47
55554216,Bedford-Stuyvesant,135
48011455,Upper East Side,92
3314368,Williamsburg,97
5077310,Hell's Kitchen,157
26547420,Howard Beach,231
45702841,Ridgewood,131
51445657,Chelsea,84
7172736,Boerum Hill,122
7134628,Crown Heights,101
7977990,Jackson Heights,51
18890333,Red Hook,155
54900845,Bedford-Stuyvesant,232
26153078,Long Island City,121
46373333,Inwood,236
1329402,Boerum Hill,79
19540390,Bayswater,237
3414887,Flatbush,224
1289084,Chelsea,88
52475144,Bedford-Stuyvesant,172
57265242,Murray Hill,80
5579351,Marble Hill,169
21854527,Chelsea,212
16266356,Clinton Hill,60
51476585,Midtown,40
8131529,Bushwick,220
10493164,Harlem,135
18662233,Gramercy,88
54023241,Harlem,78
5557259,Bedford-Stuyvesant,24
22830994,Bedford-Stuyvesant,108
3650719,Boerum Hill,151
12576439,East Village,63
7915027,Brownsville,185
48236241,Bedford-Stuyvesant,199
13843968,East Flatbush,81
20849893,Bedford-Stuyvesant,174
19510014,Glendale,105
20942680,Flatlands,40
17778553,Jackson Heights,158
55819320,Crown Heights,118
9893918,East Flatbush,186
18412041,Murray Hill,189
5947735,Harlem,143
20659350,East Harlem,164
23212081,Harlem,130
55266468,East Flatbush,190
21071918,Harlem,175
53367661,Harlem,94
50529391,Midtown,81
15794692,Lighthouse Hill,25
45375880,Vinegar Hill,220
15158994,Cypress Hills,119
24641433,Inwood,141
2190990,Upper West Side,129
22258811,Harlem,22
20538396,Lower East Side,165
9080933,Bedford-Stuyvesant,172
47450318,Washington Heights,235
22354911,Bedford-Stuyvesant,128
19960690,Upper East Side,110
4828223,Eastchester,82
54074052,Bushwick,103
43792988,Great Kills,188
56503068,East Flatbush,229
51372201,Fordham,150
1006307,Upper West Side,58
3635807,Midtown,109
54155793,Upper West Side,239
44461271,Rego Park,97
53125201,Flushing,18
2585332,Lower East Side,165
48115840,Hell's Kitchen,115
17584696,Flatiron District,197
16029971,Prospect-Lefferts Gardens,122
54197767,Harlem,162
43235717,Williamsburg,206
20908990,Ditmars Steinway,240
8964397,Upper West Side,125
8109437,Prospect-Lefferts Gardens,22
18798099,West Village,140
20985207,Williamsburg,201
9391878,Lower East Side,60
3462385,Park Slope,61
3276260,East Village,95
49740154,East Harlem,127
3893179,Upper West Side,91
43322428,Upper West Side,11
3514853,Prospect Heights,56
