id,area,pop,km2
1732029,Park Slope,150000,5
17056697,Williamsburg,200000,4
6117291,Bushwick,120000,4
18997479,Washington Heights,170000,6
3192310,Williamsburg,200000,4
7667597,Bedford-Stuyvesant,180000,4
1587326,Mott Haven,80000,3
6128889,Upper East Side,200000,6
3792660,Flatbush,180000,5
24364731,Williamsburg,200000,4
7232937,Midtown,250000,3
48105898,Harlem,250000,8
24480161,Greenpoint,30000,2
5780940,East Harlem,120000,5
23097202,St. Albans,70000,3
3354134,Sunnyside,120000,5
27105796,Long Island City,180000,6
19937494,Bedford-Stuyvesant,180000,4
20810680,Crown Heights,200000,5
45436633,Upper West Side,210000,5
52263061,Flatbush,180000,5
43289842,Sunnyside,120000,5
4610064,Clason Point,80000,4
13592671,Vinegar Hill,30000,2
47503339,Inwood,60000,2
15780332,Clinton Hill,50000,3
8787661,Pelham Gardens,150000,5
6798277,Williamsburg,200000,4
17472579,Midtown,250000,3
45062725,Hell's Kitchen,100000,3
18809697,Williamsburg,200000,4
23619678,Harlem,250000,8
27542665,Williamsburg,200000,4
23611946,Bedford-Stuyvesant,180000,4
20941023,Ditmars Steinway,80000,4
21483934,Bushwick,120000,4
2144597,Clinton Hill,50000,3
10377181,SoHo,120000,4
45687377,Bedford-Stuyvesant,180000,4
51632334,Upper West Side,210000,5
49935116,Bedford-Stuyvesant,180000,4
11571806,Midtown,250000,3
2773667,Bedford-Stuyvesant,180000,4
54296077,South Slope,100000,3
19290751,East Village,110000,3
43008169,South Slope,100000,3
16552447,Boerum Hill,50000,2
10221985,DUMBO,30000,1
55762986,Harlem,250000,8
13380036,Williamsburg,200000,4
54032630,Crown Heights,200000,5
19894967,Fort Greene,70000,3
5531853,East Village,110000,3
54011642,Bedford-Stuyvesant,180000,4
5006063,Williamsburg,200000,4
24870085,St. Albans,70000,3
16896530,Sunset Park,250000,6
5621326,Nolita,40000,2
54990318,Rosedale,150000,6
5146348,Nolita,40000,2
12920522,Washington Heights,170000,6
4855285,Midwood,180000,5
13174580,Astoria,250000,7
17861398,Harlem,250000,8
22860265,East Harlem,120000,5
48922750,SoHo,120000,4
24259794,Bushwick,120000,4
50732085,Upper East Side,200000,6
46566638,Crown Heights,200000,5
22938140,Springfield Gardens,150000,5
6790545,Washington Heights,170000,6
24150438,Murray Hill,60000,2
54756695,Hell's Kitchen,100000,3
5975350,Ditmars Steinway,80000,4
25716761,Bushwick,120000,4
21476202,Sunnyside,120000,5
13160221,Bedford-Stuyvesant,180000,4
43922778,Upper East Side,200000,6
15782541,Hell's Kitchen,100000,3
22774659,Upper East Side,200000,6
8966607,Inwood,60000,2
51508619,Astoria,250000,7
6357541,Bedford-Stuyvesant,180000,4
15368868,Upper East Side,200000,6
1723744,Fort Greene,70000,3
14246595,Bedford-Stuyvesant,180000,4
43598026,Lower East Side,100000,3
55679588,Bushwick,120000,4
44650157,Bushwick,120000,4
4078199,Bushwick,120000,4
53505736,Midtown,250000,3
9910487,Crown Heights,200000,5
1796096,Astoria,250000,7
27634899,Williamsburg,200000,4
3106151,Hell's Kitchen,100000,3
24170321,Flatbush,180000,5
43647733,Maspeth,60000,3
4552625,Washington Heights,170000,6
18317598,Upper East Side,200000,6
44992031,Harlem,250000,8
19639804,West Village,100000,2
13446864,SoHo,120000,4
49545745,East Village,110000,3
19701109,Woodside,150000,4
19082533,Williamsburg,200000,4
5487669,Chelsea,80000,3
26481697,Bushwick,120000,4
7765354,Sunnyside,120000,5
57184606,East Village,110000,3
51247933,East Flatbush,120000,5
48397513,Parkchester,250000,7
23853853,Financial District,40000,2
24940227,Sheepshead Bay,100000,3
15807947,Maspeth,60000,3
23782606,Two Bridges,40000,2
2634487,Bushwick,120000,4
53877986,Bushwick,120000,4
3748476,Lower East Side,100000,3
5113762,Upper West Side,210000,5
12973543,East Elmhurst,100000,3
50541541,Harlem,250000,8
49835702,Bedford-Stuyvesant,180000,4
26904206,Chelsea,80000,3
46918453,Bushwick,120000,4
10908493,Midtown,250000,3
9821015,Williamsburg,200000,4
2630069,Lower East Side,100000,3
8410441,Greenpoint,30000,2
17396914,Harlem,250000,8
14613322,East Village,110000,3
45294691,Harlem,250000,8
22118527,Fort Greene,70000,3
48878566,Prospect-Lefferts Gardens,80000,4
54426420,East Village,110000,3
8495495,Hell's Kitchen,100000,3
14890576,Upper West Side,210000,5
44620333,Flushing,200000,7
22676902,Williamsburg,200000,4
1703309,Prospect-Lefferts Gardens,80000,4
11813161,Rego Park,150000,4
54595423,East Village,110000,3
44598793,Washington Heights,170000,6
55513346,Sunnyside,120000,5
12690766,Washington Heights,170000,6
20781961,Red Hook,120000,5
10027023,Bushwick,120000,4
43700201,Bedford-Stuyvesant,180000,4
24402287,Borough Park,250000,6
13544621,East Village,110000,3
18744526,Hell's Kitchen,100000,3
13562295,Crown Heights,200000,5
17366537,Harlem,250000,8
11522099,Flatbush,180000,5
11791621,West Village,100000,2
47588393,Greenpoint,30000,2
16780547,Brooklyn Heights,100000,3
7085473,Upper West Side,210000,5
4444374,Prospect Heights,90000,4
53832697,Sunnyside,120000,5
13313208,Chelsea,80000,3
44579463,Crown Heights,200000,5
53840429,Williamsburg,200000,4
24776194,Bedford-Stuyvesant,180000,4
45369252,Prospect Heights,90000,4
49032658,Cypress Hills,100000,4
17324010,East Village,110000,3
3917480,Sunnyside,120000,5
46353451,NoHo,30000,2
20813442,Maspeth,60000,3
5074549,DUMBO,30000,1
22687396,Two Bridges,40000,2
53068866,East Flatbush,120000,5
51635095,Windsor Terrace,30000,2
46173953,Chelsea,80000,3
42822044,Harlem,250000,8
7984065,Lower East Side,100000,3
23211528,Prospect-Lefferts Gardens,80000,4
7730007,Carroll Gardens,40000,2
1629853,Fort Greene,70000,3
8303294,Hell's Kitchen,100000,3
13510931,Hell's Kitchen,100000,3
51115381,Astoria,250000,7
26603203,Flushing,200000,7
19313947,Crown Heights,200000,5
3492209,East Village,110000,3
52713737,Williamsburg,200000,4
9190840,West Village,100000,2
20295937,Bedford-Stuyvesant,180000,4
50822662,Chinatown,100000,3
49020507,Chinatown,100000,3
16990421,Cobble Hill,60000,2
9953014,Elmhurst,120000,5
20345644,Williamsburg,200000,4
43928854,East Harlem,120000,5
14207934,University Heights,150000,6
12229595,Williamsburg,200000,4
6171416,Hell's Kitchen,100000,3
8470089,Upper East Side,200000,6
55116795,Flatbush,180000,5
9848077,Harlem,250000,8
5496506,Williamsburg,200000,4
21375131,East Village,110000,3
17259391,Bedford-Stuyvesant,180000,4
1934723,Downtown Brooklyn,150000,5
21878276,Hell's Kitchen,100000,3
2585332,Lower East Side,100000,3
2273283,Crown Heights,200000,5
9056632,Bedford-Stuyvesant,180000,4
15023128,Park Slope,150000,5
56352842,Arrochar,15000,2
23890305,Financial District,40000,2
1210658,Crown Heights,200000,5
23855510,East Elmhurst,100000,3
9672998,Astoria,250000,7
25533950,Bushwick,120000,4
49637979,Prospect-Lefferts Gardens,80000,4
2932177,Hell's Kitchen,100000,3
4068258,Williamsburg,200000,4
50148856,Bushwick,120000,4
18215422,Harlem,250000,8
7728350,Hell's Kitchen,100000,3
2663207,Crown Heights,200000,5
54102772,Upper East Side,200000,6
55746969,Long Island City,180000,6
13288906,Whitestone,120000,5
10880326,Upper East Side,200000,6
16628665,East Harlem,120000,5
26940106,East Elmhurst,100000,3
52534792,Bushwick,120000,4
47525431,East Harlem,120000,5
50028455,East Village,110000,3
13168505,Bedford-Stuyvesant,180000,4
19208458,SoHo,120000,4
9543208,Harlem,250000,8
17438336,East Flatbush,120000,5
54318721,Upper West Side,210000,5
48092643,Upper East Side,200000,6
6860687,Tribeca,100000,4
23187227,Bedford-Stuyvesant,180000,4
45597904,Richmond Hill,180000,5
9199677,Bushwick,120000,4
44855061,Middle Village,120000,5
57064204,Rockaway Beach,60000,3
19364759,Bedford-Stuyvesant,180000,4
48316325,Washington Heights,170000,6
1466373,Williamsburg,200000,4
49669460,Astoria,250000,7
46015995,Bedford-Stuyvesant,180000,4
18918500,Greenpoint,30000,2
21918042,Howard Beach,80000,4
22307413,Williamsbridge,80000,4
54992527,Bedford-Stuyvesant,180000,4
47888292,East Village,110000,3
26890951,Astoria,250000,7
5731786,Ditmars Steinway,80000,4
23801385,Kingsbridge,50000,3
7329589,Norwood,100000,4
49611468,Upper East Side,200000,6
24300112,East Flatbush,120000,5
15923930,Chinatown,100000,3
17837649,Fort Greene,70000,3
50003601,Upper West Side,210000,5
13281174,Bushwick,120000,4
50112404,Bushwick,120000,4
47253147,Bushwick,120000,4
1924782,Clinton Hill,50000,3
53525618,Upper West Side,210000,5
49786547,Chelsea,80000,3
48712324,Harlem,250000,8
44926860,Prospect-Lefferts Gardens,80000,4
20915065,Crown Heights,200000,5
9041719,Harlem,250000,8
3856175,Greenpoint,30000,2
44936249,Ozone Park,150000,6
23635695,Upper West Side,210000,5
11186300,Prospect-Lefferts Gardens,80000,4
19547570,Williamsburg,200000,4
57034380,Fort Hamilton,100000,4
55377480,Washington Heights,170000,6
5264540,Astoria,250000,7
43208102,Woodside,150000,4
9637099,Fort Greene,70000,3
23101068,Long Island City,180000,6
55246033,East Harlem,120000,5
55176443,Bedford-Stuyvesant,180000,4
47566301,East Village,110000,3
20519066,Williamsburg,200000,4
23482708,East Harlem,120000,5
43447248,Williamsburg,200000,4
7650476,Bushwick,120000,4
8718072,Midtown,250000,3
9823224,Harlem,250000,8
1359226,Chelsea,80000,3
43057876,Bedford-Stuyvesant,180000,4
54181751,Greenpoint,30000,2
4758081,Elmhurst,120000,5
20641124,Hell's Kitchen,100000,3
7852618,Fort Greene,70000,3
48077179,Upper West Side,210000,5
51682041,Rego Park,150000,4
8530290,Flatbush,180000,5
5917911,Jackson Heights,180000,5
10848293,Crown Heights,200000,5
12185963,Harlem,250000,8
53963592,Greenpoint,30000,2
42933057,East Harlem,120000,5
49695418,Bushwick,120000,4
52976632,Harlem,250000,8
7142360,SoHo,120000,4
22791228,Bedford-Stuyvesant,180000,4
27289711,Hell's Kitchen,100000,3
26249731,Midtown,250000,3
43279901,Prospect-Lefferts Gardens,80000,4
9177585,Kips Bay,50000,2
25345063,Lower East Side,100000,3
14378594,Murray Hill,60000,2
24238806,Chelsea,80000,3
44513739,Harlem,250000,8
46470538,Flushing,200000,7
1358674,Bedford-Stuyvesant,180000,4
26405479,Midtown,250000,3
8819143,Williamsburg,200000,4
25070570,West Village,100000,2
23107696,Springfield Gardens,150000,5
7231832,East Village,110000,3
47546419,Greenwich Village,150000,3
54143090,Stapleton,120000,5
51505305,Sunnyside,120000,5
10129198,Hell's Kitchen,100000,3
45970154,Midwood,180000,5
44682743,Coney Island,200000,6
25661531,Flatbush,180000,5
52551361,Williamsburg,200000,4
53374840,Glendale,80000,3
10594787,Washington Heights,170000,6
2615157,Williamsburg,200000,4
6100170,West Village,100000,2
54857214,East Harlem,120000,5
54324796,Harlem,250000,8
3206118,Greenwich Village,150000,3
56965343,Bay Ridge,200000,5
8966054,Flatbush,180000,5
8339746,Flatbush,180000,5
22443279,Gramercy,50000,2
8283412,Brooklyn Heights,100000,3
52428751,Williamsburg,200000,4
13107200,Flatbush,180000,5
53079360,East Harlem,120000,5
44238142,Bedford-Stuyvesant,180000,4
45873502,Murray Hill,60000,2
24939675,Springfield Gardens,150000,5
46580998,Crown Heights,200000,5
17834888,East New York,150000,5
16439778,Williamsburg,200000,4
48937662,Chelsea,80000,3
52969452,Midtown,250000,3
6112873,Bushwick,120000,4
27514498,Williamsburg,200000,4
6022295,Crown Heights,200000,5
5350146,East Village,110000,3
9575241,Prospect Heights,90000,4
48917227,Gramercy,50000,2
8925736,Sunnyside,120000,5
5527435,Prospect-Lefferts Gardens,80000,4
17779105,Jackson Heights,180000,5
4008057,Washington Heights,170000,6
43550528,Harlem,250000,8
6249291,Chelsea,80000,3
51265054,Bushwick,120000,4
56391503,Lower East Side,100000,3
13480555,Grant City,120000,4
26218249,Gramercy,50000,2
17271542,Long Island City,180000,6
44134309,Richmond Hill,180000,5
11355856,Bedford-Stuyvesant,180000,4
6898243,Prospect Heights,90000,4
20282129,Springfield Gardens,150000,5
55230568,Bedford-Stuyvesant,180000,4
1823158,Inwood,60000,2
23647845,Bedford-Stuyvesant,180000,4
21609858,Chelsea,80000,3
20999567,East Flatbush,120000,5
43029709,Harlem,250000,8
4854733,College Point,60000,3
10714636,Sunnyside,120000,5
26606516,Williamsburg,200000,4
22926541,Williamsburg,200000,4
48445011,Crown Heights,200000,5
47646937,Upper West Side,210000,5
12756489,Upper East Side,200000,6
50714964,Williamsburg,200000,4
48067237,Flatbush,180000,5
12796807,Astoria,250000,7
4209647,Williamsburg,200000,4
6085258,Bedford-Stuyvesant,180000,4
3576711,East Village,110000,3
21294495,Lower East Side,100000,3
8804783,Washington Heights,170000,6
9323392,Lower East Side,100000,3
45105253,Downtown Brooklyn,150000,5
48614567,Jackson Heights,180000,5
51456150,Chelsea,80000,3
10144110,Kips Bay,50000,2
7450543,Tribeca,100000,4
49991451,Prospect Heights,90000,4
1508347,Hell's Kitchen,100000,3
17003676,Gravesend,200000,6
55275857,Sheepshead Bay,100000,3
20041326,Upper East Side,200000,6
2419090,Williamsburg,200000,4
48132961,Fort Greene,70000,3
13001710,Bedford-Stuyvesant,180000,4
6377424,Hell's Kitchen,100000,3
9743140,Long Island City,180000,6
6701624,Gramercy,50000,2
50211266,Williamsburg,200000,4
6159266,Bedford-Stuyvesant,180000,4
43004303,Forest Hills,180000,6
6525441,Crown Heights,200000,5
26205547,Sunset Park,250000,6
43865339,Bedford-Stuyvesant,180000,4
22590743,Washington Heights,170000,6
52792716,Financial District,40000,2
24405601,Ditmars Steinway,80000,4
20870329,Bedford-Stuyvesant,180000,4
23544565,Morningside Heights,150000,5
48210835,Prospect-Lefferts Gardens,80000,4
22306861,East Village,110000,3
20535635,Washington Heights,170000,6
27495719,Williamsburg,200000,4
4972373,Elmhurst,120000,5
44246978,Crown Heights,200000,5
7576468,Greenpoint,30000,2
25340645,Crown Heights,200000,5
54631323,Coney Island,200000,6
56443972,Upper East Side,200000,6
17982352,Harlem,250000,8
21519281,Hell's Kitchen,100000,3
9729885,Hell's Kitchen,100000,3
24855725,Hell's Kitchen,100000,3
5854948,West Village,100000,2
15904047,Bedford-Stuyvesant,180000,4
22517839,East Flatbush,120000,5
5355117,West Village,100000,2
21828017,Bedford-Stuyvesant,180000,4
6675666,Chelsea,80000,3
19921477,Williamsburg,200000,4
17819423,NoHo,30000,2
21189006,Washington Heights,170000,6
18701999,East Village,110000,3
25023072,West Village,100000,2
56216976,South Ozone Park,150000,6
7669806,Bedford-Stuyvesant,180000,4
11656308,Flatbush,180000,5
2969733,Harlem,250000,8
26138166,Harlem,250000,8
7087682,Chinatown,100000,3
11096275,Greenwich Village,150000,3
54058036,Upper East Side,200000,6
7156720,Park Slope,150000,5
1203478,Greenpoint,30000,2
8105571,Williamsburg,200000,4
12997844,Williamsburg,200000,4
57017259,Upper East Side,200000,6
6923097,Williamsburg,200000,4
12913895,Midtown,250000,3
48277664,Upper West Side,210000,5
47640862,Long Island City,180000,6
1277486,Williamsburg,200000,4
19765176,Upper East Side,200000,6
43498060,East Village,110000,3
13890913,Mount Hope,80000,4
14971212,Harlem,250000,8
26174065,Greenpoint,30000,2
19519955,Sunset Park,250000,6
55495672,Upper East Side,200000,6
8716967,Crown Heights,200000,5
5055770,Bedford-Stuyvesant,180000,4
22659781,East New York,150000,5
53585819,Williamsburg,200000,4
24497283,Financial District,40000,2
8521453,Midtown,250000,3
15900733,Queens Village,120000,4
47793297,Harlem,250000,8
13454596,Bedford-Stuyvesant,180000,4
54903055,Bushwick,120000,4
15753821,Crown Heights,200000,5
51022042,Crown Heights,200000,5
51479347,Lower East Side,100000,3
44274041,Bushwick,120000,4
44576701,Schuylerville,60000,3
9120146,East Elmhurst,100000,3
5691468,Bushwick,120000,4
47395641,East Village,110000,3
56752707,Upper East Side,200000,6
4784039,Harlem,250000,8
11703253,Randall Manor,60000,3
24722621,Astoria,250000,7
45169872,Bedford-Stuyvesant,180000,4
44798726,Upper East Side,200000,6
47065918,St. George,150000,5
22814425,Murray Hill,60000,2
54197767,Harlem,250000,8
49819133,Upper East Side,200000,6
1770138,Prospect Heights,90000,4
3161381,Hell's Kitchen,100000,3
2413015,Washington Heights,170000,6
18812459,Bedford-Stuyvesant,180000,4
7505221,Flatiron District,50000,2
5093327,Hell's Kitchen,100000,3
1013487,Park Slope,150000,5
12980723,East Flatbush,120000,5
5835066,East Village,110000,3
7864216,Crown Heights,200000,5
42903785,Greenpoint,30000,2
8394424,Williamsburg,200000,4
21535298,Harlem,250000,8
19347085,Stapleton,120000,5
13304371,Brighton Beach,120000,5
4557596,Upper East Side,200000,6
44463480,Upper East Side,200000,6
26348040,Williamsburg,200000,4
43204236,St. Albans,70000,3
5228088,Upper West Side,210000,5
46523559,SoHo,120000,4
22235062,Crown Heights,200000,5
53214673,Bedford-Stuyvesant,180000,4
57279049,Fordham,200000,7
14870694,Astoria,250000,7
52100132,Williamsburg,200000,4
46188865,Crown Heights,200000,5
23125369,Bedford-Stuyvesant,180000,4
51394845,Rockaway Beach,60000,3
24505567,Ridgewood,100000,4
56941594,Williamsburg,200000,4
19222265,Bushwick,120000,4
20812337,Woodside,150000,4
55217866,Clifton,30000,2
5586531,Prospect-Lefferts Gardens,80000,4
22347731,Williamsburg,200000,4
5867099,Greenpoint,30000,2
22922675,Greenpoint,30000,2
6259232,Bushwick,120000,4
13794813,Greenpoint,30000,2
21119416,Port Morris,50000,3
5651150,Prospect Heights,90000,4
2542805,SoHo,120000,4
18720225,Harlem,250000,8
21534193,Bedford-Stuyvesant,180000,4
3184026,Park Slope,150000,5
47700510,Lower East Side,100000,3
23061303,Ditmars Steinway,80000,4
47585080,West Village,100000,2
16708748,Flushing,200000,7
48503554,Brooklyn Heights,100000,3
3154201,West Village,100000,2
10431859,Midtown,250000,3
6590612,Bedford-Stuyvesant,180000,4
19414466,Bergen Beach,120000,4
56830582,East Harlem,120000,5
21224353,Clinton Hill,50000,3
5751668,Lower East Side,100000,3
55618835,Bushwick,120000,4
10109868,Long Island City,180000,6
1502824,Inwood,60000,2
9970688,Boerum Hill,50000,2
19799419,Cambria Heights,100000,5
25728912,Financial District,40000,2
9013552,Carroll Gardens,40000,2
1025637,Upper West Side,210000,5
9392430,Longwood,120000,4
6690578,Chelsea,80000,3
18445732,Lower East Side,100000,3
55193564,Queens Village,120000,4
2045183,Williamsburg,200000,4
27092540,Upper East Side,200000,6
24149886,Long Island City,180000,6
18847254,Gramercy,50000,2
51603614,Williamsburg,200000,4
46615241,Upper West Side,210000,5
52961168,Bushwick,120000,4
15049087,Bedford-Stuyvesant,180000,4
2508563,Theater District,120000,4
5845007,Chelsea,80000,3
24490103,East Elmhurst,100000,3
15736148,Harlem,250000,8
8971025,East Village,110000,3
25604644,Crown Heights,200000,5
48047355,Harlem,250000,8
21084621,Borough Park,250000,6
20065627,Greenpoint,30000,2
20643886,Bedford-Stuyvesant,180000,4
53695727,Murray Hill,60000,2
55599505,Cypress Hills,100000,4
48908943,Sunnyside,120000,5
1692263,Bedford-Stuyvesant,180000,4
55430501,East New York,150000,5
23312599,Lower East Side,100000,3
11195689,Midtown,250000,3
10907941,Williamsburg,200000,4
17213550,Harlem,250000,8
7368250,Cobble Hill,60000,2
8723595,East Harlem,120000,5
26795403,Two Bridges,40000,2
2603558,Bedford-Stuyvesant,180000,4
1811008,Kensington,35000,2
48686366,Bedford-Stuyvesant,180000,4
51727330,Prospect-Lefferts Gardens,80000,4
12188173,Bedford-Stuyvesant,180000,4
46179476,Middle Village,120000,5
9879006,Chelsea,80000,3
54725766,Midtown,250000,3
5254598,Harlem,250000,8
55929228,Long Island City,180000,6
50236672,Hell's Kitchen,100000,3
22031263,Rego Park,150000,4
12723904,South Slope,100000,3
20914513,Upper East Side,200000,6
54442436,Bedford-Stuyvesant,180000,4
6542010,Upper East Side,200000,6
19511671,Navy Yard,100000,3
4210751,Flushing,200000,7
3040980,Upper East Side,200000,6
6108454,West Village,100000,2
27463134,Williamsburg,200000,4
22716115,College Point,60000,3
5556706,Flatlands,50000,3
18964894,Harlem,250000,8
54186169,East Harlem,120000,5
3442502,Washington Heights,170000,6
44180702,Red Hook,120000,5
24004079,Bushwick,120000,4
19545913,Greenwich Village,150000,3
18606451,Little Italy,60000,2
24501701,Hell's Kitchen,100000,3
26495504,Hell's Kitchen,100000,3
44124368,Astoria,250000,7
13037610,South Slope,100000,3
54695390,Bedford-Stuyvesant,180000,4
13385559,Bushwick,120000,4
20958697,Sunset Park,250000,6
26922432,Williamsburg,200000,4
51074511,Chelsea,80000,3
1532649,Sheepshead Bay,100000,3
15134693,Forest Hills,180000,6
52394508,East Harlem,120000,5
1878941,Harlem,250000,8
49485544,East Village,110000,3
55512241,Bedford-Stuyvesant,180000,4
3302218,Long Island City,180000,6
49012223,Hell's Kitchen,100000,3
20757107,Glendale,80000,3
12929359,Clinton Hill,50000,3
24410019,East Village,110000,3
4214617,East Village,110000,3
51717388,Crown Heights,200000,5
43415767,Financial District,40000,2
47505548,Springfield Gardens,150000,5
5340205,Harlem,250000,8
9862437,Flatbush,180000,5
45865770,Bedford-Stuyvesant,180000,4
3029382,Chelsea,80000,3
47583423,Kips Bay,50000,2
53052850,Upper West Side,210000,5
8679963,Upper West Side,210000,5
20524036,Crown Heights,200000,5
7855931,Jamaica,250000,7
53898421,East Village,110000,3
15950440,Mott Haven,80000,3
25342302,Crown Heights,200000,5
6476838,Kips Bay,50000,2
2631726,Greenpoint,30000,2
5160155,Lower East Side,100000,3
55684559,Hell's Kitchen,100000,3
3166904,Bushwick,120000,4
7801806,East Village,110000,3
12820556,East Harlem,120000,5
25915037,Bushwick,120000,4
6120052,Washington Heights,170000,6
43073893,Sunset Park,250000,6
45268181,Flushing,200000,7
18346870,Flatlands,50000,3
17754252,Brooklyn Heights,100000,3
10329683,Bushwick,120000,4
1475762,East Harlem,120000,5
49709225,Bedford-Stuyvesant,180000,4
53400799,Williamsburg,200000,4
4095321,SoHo,120000,4
15575428,Greenpoint,30000,2
2172212,Brooklyn Heights,100000,3
48785780,Williamsburg,200000,4
47127223,Flushing,200000,7
23672146,Gowanus,40000,2
51893572,Long Island City,180000,6
5333025,East Harlem,120000,5
21412135,Morningside Heights,150000,5
55116242,Bushwick,120000,4
53464313,Kingsbridge,50000,3
23998556,Flatiron District,50000,2
2735006,Chelsea,80000,3
6981640,Harlem,250000,8
50226730,Williamsburg,200000,4
46046924,Washington Heights,170000,6
55618283,Bushwick,120000,4
24427141,Cypress Hills,100000,4
55318384,Gravesend,200000,6
10988025,East Village,110000,3
20735015,Upper East Side,200000,6
49853928,Park Slope,150000,5
23662205,Huguenot,150000,5
53916094,Williamsburg,200000,4
9480246,Park Slope,150000,5
50656972,Kips Bay,50000,2
52628683,Williamsburg,200000,4
1481837,Bedford-Stuyvesant,180000,4
56975836,Greenpoint,30000,2
45400181,Flushing,200000,7
10038621,Upper West Side,210000,5
14545389,Harlem,250000,8
21500503,Carroll Gardens,40000,2
6730344,Bensonhurst,180000,5
26624190,Chelsea,80000,3
24905432,Harlem,250000,8
17894536,Midtown,250000,3
53240079,Long Island City,180000,6
48488642,Upper East Side,200000,6
50670227,Midtown,250000,3
9948596,Civic Center,80000,3
13861642,Nolita,40000,2
15226927,Chinatown,100000,3
20651618,Williamsburg,200000,4
9615007,Upper West Side,210000,5
47966719,Chelsea,80000,3
4819938,Greenpoint,30000,2
46908512,Bedford-Stuyvesant,180000,4
2440078,Bedford-Stuyvesant,180000,4
5060189,Upper West Side,210000,5
16813685,Midtown,250000,3
12009780,Theater District,120000,4
6119500,West Village,100000,2
56731168,Tribeca,100000,4
18657262,Ridgewood,100000,4
9631024,Upper East Side,200000,6
23812431,Astoria,250000,7
12812824,Harlem,250000,8
14015733,Upper West Side,210000,5
19513327,Gowanus,40000,2
43193742,Crown Heights,200000,5
1864029,Harlem,250000,8
44951713,Williamsburg,200000,4
6632035,Williamsburg,200000,4
15499211,Bedford-Stuyvesant,180000,4
46629048,Harlem,250000,8
51818459,Bushwick,120000,4
9772965,Hell's Kitchen,100000,3
49524205,Sunset Park,250000,6
54146404,Bedford-Stuyvesant,180000,4
22047832,Washington Heights,170000,6
49430866,Astoria,250000,7
3178503,Gowanus,40000,2
4282550,Crown Heights,200000,5
22689052,Lower East Side,100000,3
6574043,Prospect-Lefferts Gardens,80000,4
25396427,Park Slope,150000,5
50694529,Bedford-Stuyvesant,180000,4
22485806,Williamsburg,200000,4
42829224,Williamsburg,200000,4
46330254,Astoria,250000,7
3022202,West Village,100000,2
55122318,West Village,100000,2
52004032,East Flatbush,120000,5
5566648,Washington Heights,170000,6
1295712,Upper West Side,210000,5
26415973,Midtown,250000,3
12649895,Hell's Kitchen,100000,3
24318337,Hell's Kitchen,100000,3
43003199,Elmhurst,120000,5
10256227,East Village,110000,3
17397466,Harlem,250000,8
10055742,Chelsea,80000,3
13576655,Williamsburg,200000,4
51240201,Midtown,250000,3
22884014,Canarsie,120000,4
55803856,Bedford-Stuyvesant,180000,4
8909167,Midtown,250000,3
55859638,Bedford-Stuyvesant,180000,4
22590191,Williamsburg,200000,4
4451002,Lower East Side,100000,3
15746641,Jamaica,250000,7
8763360,Hell's Kitchen,100000,3
44753990,Fort Hamilton,100000,4
17795674,Upper East Side,200000,6
51764334,Bushwick,120000,4
56600272,Williamsburg,200000,4
16749066,Windsor Terrace,30000,2
4727704,Bushwick,120000,4
3285097,Rego Park,150000,4
9036196,Greenpoint,30000,2
47043826,Bedford-Stuyvesant,180000,4
24915926,Williamsburg,200000,4
49829074,Bedford-Stuyvesant,180000,4
26172961,Williamsburg,200000,4
7056753,Tribeca,100000,4
43264989,Prospect-Lefferts Gardens,80000,4
50748654,Harlem,250000,8
57210564,Borough Park,250000,6
2247877,Carroll Gardens,40000,2
43252286,Sheepshead Bay,100000,3
25804577,Sunset Park,250000,6
48185430,Clifton,30000,2
16386205,Gowanus,40000,2
19465830,Upper East Side,200000,6
11532040,Sunset Park,250000,6
5964856,Woodside,150000,4
22295815,Bushwick,120000,4
26790985,Hell's Kitchen,100000,3
45113537,Bedford-Stuyvesant,180000,4
55885044,Bedford-Stuyvesant,180000,4
27014114,Harlem,250000,8
15335730,Harlem,250000,8
50268153,Gramercy,50000,2
18862718,Bedford-Stuyvesant,180000,4
2211425,Prospect Heights,90000,4
27072105,Woodside,150000,4
16271879,Bushwick,120000,4
18064092,Flushing,200000,7
56086081,Bedford-Stuyvesant,180000,4
18465062,Tompkinsville,60000,3
54553449,East Village,110000,3
21915832,Williamsburg,200000,4
6308939,West Village,100000,2
8529737,Upper West Side,210000,5
42929743,Jackson Heights,180000,5
6073659,Sunnyside,120000,5
19831452,Harlem,250000,8
13089526,Brighton Beach,120000,5
10342938,Harlem,250000,8
49467318,Kingsbridge,50000,3
7313573,Midtown,250000,3
7966391,Flatbush,180000,5
6511633,Richmond Hill,180000,5
13614763,Williamsburg,200000,4
3958903,Upper West Side,210000,5
15837219,Hell's Kitchen,100000,3
4585763,Chinatown,100000,3
22226225,Roosevelt Island,15000,2
7469874,East Harlem,120000,5
56745527,Schuylerville,60000,3
42836404,Midtown,250000,3
43573725,Elmhurst,120000,5
2142388,Chelsea,80000,3
50906059,Gramercy,50000,2
2715675,Kips Bay,50000,2
19071487,Bedford-Stuyvesant,180000,4
42835300,Flatlands,50000,3
12978514,Borough Park,250000,6
43444486,Williamsburg,200000,4
2352262,Queens Village,120000,4
4017999,Astoria,250000,7
2628412,Bushwick,120000,4
8059730,Upper West Side,210000,5
26092325,Bushwick,120000,4
19011287,Flushing,200000,7
2254505,Greenpoint,30000,2
22957470,Midtown,250000,3
44246426,Soundview,120000,5
